fw,lts,endtime,dst_name,dst_addr,src_addr,proto,af,size,paris_id,result,destination_ip_responded,msm_id,prb_id,timestamp,msm_name,from,type,group_id,stored_timestamp,mver,ttr
4790,86,1725076857,www.max.com,201.212.32.82,192.168.0.108,ICMP,4,48,3,"[{'hop': 1, 'result': [{'from': '192.168.0.1', 'ttl': 64, 'size': 76, 'rtt': 2.801}, {'from': '192.168.0.1', 'ttl': 64, 'size': 76, 'rtt': 3.351}, {'from': '192.168.0.1', 'ttl': 64, 'size': 76, 'rtt': 2.667}]}, {'hop': 2, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 3, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 4, 'result': [{'from': '186.153.155.24', 'ttl': 252, 'size': 140, 'rtt': 15.551}, {'from': '186.153.155.24', 'ttl': 252, 'size': 140, 'rtt': 12.922}, {'from': '186.153.155.24', 'ttl': 252, 'size': 140, 'rtt': 17.394}]}, {'hop': 5, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'from': '181.89.2.117', 'ttl': 247, 'size': 140, 'rtt': 25.292, 'ittl': 4, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}, {'from': '181.89.2.117', 'ttl': 247, 'size': 140, 'rtt': 27.297, 'ittl': 4, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}, {'from': '181.89.2.117', 'ttl': 247, 'size': 140, 'rtt': 24.839, 'ittl': 4, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}]}, {'hop': 8, 'result': [{'from': '181.96.62.167', 'ttl': 248, 'size': 68, 'rtt': 23.252}, {'from': '181.96.62.167', 'ttl': 248, 'size': 68, 'rtt': 24.882}, {'from': '181.96.62.167', 'ttl': 248, 'size': 68, 'rtt': 23.469}]}, {'hop': 9, 'result': [{'from': '201.212.32.82', 'ttl': 56, 'size': 48, 'rtt': 26.279}, {'from': '201.212.32.82', 'ttl': 56, 'size': 48, 'rtt': 25.212}, {'from': '201.212.32.82', 'ttl': 56, 'size': 48, 'rtt': 30.153}]}]",True,78200443,243,1725076808,Traceroute,152.171.218.68,traceroute,78200442,1725076926,,
5080,47,1725076841,www.max.com,2.23.164.203,172.16.254.100,ICMP,4,48,1,"[{'hop': 1, 'result': [{'from': '172.16.254.1', 'ttl': 255, 'size': 28, 'rtt': 1.866}, {'from': '172.16.254.1', 'ttl': 255, 'size': 28, 'rtt': 0.863}, {'from': '172.16.254.1', 'ttl': 255, 'size': 28, 'rtt': 1.551}]}, {'hop': 2, 'result': [{'from': '200.16.16.13', 'ttl': 63, 'size': 76, 'rtt': 0.308}, {'from': '200.16.16.13', 'ttl': 63, 'size': 76, 'rtt': 0.309}, {'from': '200.16.16.13', 'ttl': 63, 'size': 76, 'rtt': 0.284}]}, {'hop': 3, 'result': [{'from': '200.16.16.68', 'ttl': 62, 'size': 76, 'rtt': 0.395}, {'from': '200.16.16.68', 'ttl': 62, 'size': 76, 'rtt': 0.369}, {'from': '200.16.16.68', 'ttl': 62, 'size': 76, 'rtt': 0.419}]}, {'hop': 4, 'result': [{'from': '200.14.75.202', 'ttl': 252, 'size': 28, 'rtt': 13.031}, {'from': '200.14.75.202', 'ttl': 252, 'size': 28, 'rtt': 12.752}, {'from': '200.14.75.202', 'ttl': 252, 'size': 28, 'rtt': 17.156}]}, {'hop': 5, 'result': [{'from': '104.119.46.50', 'ttl': 246, 'size': 28, 'rtt': 26.261}, {'from': '104.119.46.50', 'ttl': 246, 'size': 28, 'rtt': 11.748}, {'from': '104.119.46.50', 'ttl': 246, 'size': 28, 'rtt': 11.668}]}, {'hop': 6, 'result': [{'from': '104.119.46.19', 'ttl': 245, 'size': 28, 'rtt': 17.583}, {'from': '104.119.46.19', 'ttl': 245, 'size': 28, 'rtt': 12.681}, {'from': '104.119.46.19', 'ttl': 245, 'size': 28, 'rtt': 15.421}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'from': '2.23.164.203', 'ttl': 51, 'size': 48, 'tos': 32, 'rtt': 11.833}, {'from': '2.23.164.203', 'ttl': 51, 'size': 48, 'tos': 32, 'rtt': 11.761}, {'from': '2.23.164.203', 'ttl': 51, 'size': 48, 'tos': 32, 'rtt': 11.768}]}]",True,78200443,31403,1725076817,Traceroute,200.16.16.13,traceroute,78200442,1725076908,2.6.2,118.280327
4770,34,1725076827,www.max.com,2.16.197.39,192.168.0.2,ICMP,4,48,3,"[{'hop': 1, 'result': [{'from': '192.168.0.1', 'ttl': 64, 'size': 76, 'rtt': 1.993}, {'from': '192.168.0.1', 'ttl': 64, 'size': 76, 'rtt': 1.436}, {'from': '192.168.0.1', 'ttl': 64, 'size': 76, 'rtt': 1.773}]}, {'hop': 2, 'result': [{'from': '181.220.136.1', 'ttl': 62, 'size': 76, 'rtt': 13.382}, {'from': '181.220.136.1', 'ttl': 62, 'size': 76, 'rtt': 11.807}, {'from': '181.220.136.1', 'ttl': 62, 'size': 76, 'rtt': 9.703}]}, {'hop': 3, 'result': [{'from': '189.7.186.233', 'ttl': 253, 'size': 68, 'rtt': 9.899}, {'from': '189.7.186.233', 'ttl': 253, 'size': 68, 'rtt': 10.536}, {'from': '189.7.186.233', 'ttl': 253, 'size': 68, 'rtt': 9.998}]}, {'hop': 4, 'result': [{'from': '200.249.17.17', 'ttl': 251, 'size': 68, 'rtt': 13.026}, {'from': '200.249.17.17', 'ttl': 251, 'size': 68, 'rtt': 17.378}, {'x': '*'}]}, {'hop': 5, 'result': [{'from': '200.230.3.15', 'ttl': 246, 'size': 140, 'rtt': 31.228, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}, {'from': '200.230.3.15', 'ttl': 246, 'size': 140, 'rtt': 38.778, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}, {'from': '200.230.3.15', 'ttl': 246, 'size': 140, 'rtt': 34.395, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}]}, {'hop': 6, 'result': [{'from': '200.230.252.230', 'ttl': 247, 'size': 140, 'rtt': 29.809, 'ittl': 2, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}, {'from': '200.230.252.230', 'ttl': 247, 'size': 140, 'rtt': 26.662, 'ittl': 2, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}, {'from': '200.230.252.230', 'ttl': 247, 'size': 140, 'rtt': 30.288, 'ittl': 2, 'icmpext': {'version': 0, 'rfc4884': 1, 'obj': [{'class': 0, 'type': 0}]}}]}, {'hop': 7, 'result': [{'from': '200.230.24.2', 'ttl': 248, 'size': 68, 'rtt': 29.063}, {'from': '200.230.24.2', 'ttl': 248, 'size': 68, 'rtt': 25.621}, {'from': '200.230.24.2', 'ttl': 248, 'size': 68, 'rtt': 25.738}]}, {'hop': 8, 'result': [{'from': '187.29.7.18', 'ttl': 247, 'size': 28, 'rtt': 31.373}, {'x': '*'}, {'from': '187.29.7.18', 'ttl': 247, 'size': 28, 'rtt': 67.68}]}, {'hop': 9, 'result': [{'from': '192.168.224.133', 'ttl': 55, 'size': 76, 'rtt': 30.818}, {'from': '192.168.224.133', 'ttl': 55, 'size': 76, 'rtt': 28.552}, {'from': '192.168.224.133', 'ttl': 55, 'size': 76, 'rtt': 29.817}]}, {'hop': 10, 'result': [{'from': '192.168.226.139', 'ttl': 55, 'size': 76, 'rtt': 25.028}, {'from': '192.168.226.139', 'ttl': 55, 'size': 76, 'rtt': 25.469}, {'from': '192.168.226.139', 'ttl': 55, 'size': 76, 'rtt': 27.808}]}, {'hop': 11, 'result': [{'from': '2.16.197.39', 'ttl': 53, 'size': 48, 'rtt': 34.813}, {'from': '2.16.197.39', 'ttl': 53, 'size': 48, 'rtt': 24.684}, {'from': '2.16.197.39', 'ttl': 53, 'size': 48, 'rtt': 24.895}]}]",True,78200443,32670,1725076818,Traceroute,181.220.136.66,traceroute,78200442,1725076924,,
5080,323877,1725076938,www.max.com,2.23.164.203,192.168.51.100,ICMP,4,48,3,"[{'hop': 1, 'result': [{'from': '192.168.51.254', 'ttl': 64, 'size': 76, 'rtt': 1.848}, {'from': '192.168.51.254', 'ttl': 64, 'size': 76, 'rtt': 3.902}, {'from': '192.168.51.254', 'ttl': 64, 'size': 76, 'rtt': 0.242}]}, {'hop': 2, 'result': [{'from': '190.64.134.49', 'ttl': 254, 'size': 28, 'rtt': 2.669}, {'from': '190.64.134.49', 'ttl': 254, 'size': 28, 'rtt': 2.663}, {'from': '190.64.134.49', 'ttl': 254, 'size': 28, 'rtt': 2.626}]}, {'hop': 3, 'result': [{'from': '200.40.177.95', 'ttl': 253, 'size': 28, 'rtt': 4.671}, {'from': '200.40.177.95', 'ttl': 253, 'size': 28, 'rtt': 4.768}, {'from': '200.40.177.95', 'ttl': 253, 'size': 28, 'rtt': 3.881}]}, {'hop': 4, 'result': [{'from': '200.40.177.94', 'ttl': 252, 'size': 28, 'rtt': 5.144}, {'from': '200.40.177.94', 'ttl': 252, 'size': 28, 'rtt': 4.601}, {'from': '200.40.177.94', 'ttl': 252, 'size': 28, 'rtt': 4.772}]}, {'hop': 5, 'result': [{'from': '179.31.59.243', 'ttl': 251, 'size': 28, 'rtt': 6.674}, {'from': '179.31.59.231', 'ttl': 251, 'size': 28, 'rtt': 5.814}, {'from': '179.31.59.243', 'ttl': 251, 'size': 28, 'rtt': 6.062}]}, {'hop': 6, 'result': [{'from': '179.31.59.230', 'ttl': 250, 'size': 68, 'rtt': 7.059}, {'from': '179.31.59.230', 'ttl': 250, 'size': 68, 'rtt': 6.784}, {'from': '179.31.59.230', 'ttl': 250, 'size': 68, 'rtt': 6.576}]}, {'hop': 7, 'result': [{'from': '179.31.62.129', 'ttl': 247, 'size': 144, 'rtt': 12.292, 'icmpext': {'version': 2, 'rfc4884': 0, 'obj': [{'class': 1, 'type': 1, 'mpls': [{'label': 1707, 'exp': 0, 's': 0, 'ttl': 1}, {'label': 16, 'exp': 0, 's': 1, 'ttl': 1}]}]}}, {'from': '179.31.62.129', 'ttl': 247, 'size': 144, 'rtt': 12.676, 'icmpext': {'version': 2, 'rfc4884': 0, 'obj': [{'class': 1, 'type': 1, 'mpls': [{'label': 1707, 'exp': 0, 's': 0, 'ttl': 1}, {'label': 16, 'exp': 0, 's': 1, 'ttl': 1}]}]}}, {'from': '179.31.62.129', 'ttl': 247, 'size': 144, 'rtt': 12.881, 'icmpext': {'version': 2, 'rfc4884': 0, 'obj': [{'class': 1, 'type': 1, 'mpls': [{'label': 1707, 'exp': 0, 's': 0, 'ttl': 1}, {'label': 16, 'exp': 0, 's': 1, 'ttl': 1}]}]}}]}, {'hop': 8, 'result': [{'from': '200.40.64.80', 'ttl': 248, 'size': 28, 'rtt': 14.786}, {'from': '200.40.64.80', 'ttl': 248, 'size': 28, 'rtt': 32.27}, {'from': '200.40.64.80', 'ttl': 248, 'size': 28, 'rtt': 14.999}]}, {'hop': 9, 'result': [{'from': '200.40.64.81', 'ttl': 247, 'size': 28, 'rtt': 51.767}, {'from': '200.40.64.81', 'ttl': 247, 'size': 28, 'rtt': 34.373}, {'from': '200.40.64.81', 'ttl': 247, 'size': 28, 'rtt': 29.759}]}, {'hop': 10, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 11, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 12, 'result': [{'from': '2.23.164.203', 'ttl': 53, 'size': 48, 'rtt': 14.325}, {'from': '2.23.164.203', 'ttl': 53, 'size': 48, 'rtt': 14.266}, {'from': '2.23.164.203', 'ttl': 53, 'size': 48, 'rtt': 14.272}]}]",True,78200443,1004969,1725076914,Traceroute,190.64.134.51,traceroute,78200442,1725077021,2.6.2,340.042448
5080,225990,1725076944,www.max.com,23.59.234.43,172.17.0.2,ICMP,4,48,3,"[{'hop': 1, 'result': [{'from': '172.17.0.1', 'ttl': 64, 'size': 76, 'rtt': 0.151}, {'from': '172.17.0.1', 'ttl': 64, 'size': 76, 'rtt': 0.13}, {'from': '172.17.0.1', 'ttl': 64, 'size': 76, 'rtt': 0.162}]}, {'hop': 2, 'result': [{'from': '200.132.1.2', 'ttl': 254, 'size': 28, 'rtt': 0.655}, {'from': '200.132.1.2', 'ttl': 254, 'size': 28, 'rtt': 0.533}, {'from': '200.132.1.2', 'ttl': 254, 'size': 28, 'rtt': 0.737}]}, {'hop': 3, 'result': [{'from': '200.19.246.6', 'ttl': 254, 'size': 28, 'rtt': 0.868}, {'from': '200.19.246.6', 'ttl': 254, 'size': 28, 'rtt': 0.93}, {'from': '200.19.246.6', 'ttl': 254, 'size': 28, 'rtt': 0.553}]}, {'hop': 4, 'result': [{'from': '177.52.38.159', 'ttl': 253, 'size': 28, 'rtt': 12.31}, {'from': '177.52.38.159', 'ttl': 253, 'size': 28, 'rtt': 6.509}, {'from': '177.52.38.159', 'ttl': 253, 'size': 28, 'rtt': 1.828}]}, {'hop': 5, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 6, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 7, 'result': [{'from': '23.59.234.43', 'ttl': 59, 'size': 48, 'rtt': 0.82}, {'from': '23.59.234.43', 'ttl': 59, 'size': 48, 'rtt': 0.715}, {'from': '23.59.234.43', 'ttl': 59, 'size': 48, 'rtt': 0.765}]}]",True,78200443,1004982,1725076919,Traceroute,200.132.1.60,traceroute,78200442,1725077020,2.6.2,218.966603
5080,397855,1725076972,www.max.com,23.200.75.92,172.20.201.4,ICMP,4,48,3,"[{'hop': 1, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 2, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 3, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 4, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 5, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 255, 'result': [{'from': '23.200.75.92', 'ttl': 39, 'size': 48, 'rtt': 178.962}, {'from': '23.200.75.92', 'ttl': 39, 'size': 48, 'rtt': 179.147}, {'from': '23.200.75.92', 'ttl': 39, 'size': 48, 'rtt': 179.017}]}]",True,78200443,1005475,1725076912,Traceroute,139.217.101.222,traceroute,78200442,1725077033,2.6.2,464.309392
5080,225171,1725076972,www.max.com,23.59.252.105,172.24.4.1,ICMP,4,48,3,"[{'hop': 1, 'result': [{'from': '11.209.113.6', 'ttl': 64, 'size': 76, 'rtt': 0.508, 'itos': 20}, {'from': '11.209.113.6', 'ttl': 64, 'size': 76, 'rtt': 0.452, 'itos': 20}, {'from': '11.209.113.6', 'ttl': 64, 'size': 76, 'rtt': 0.69, 'itos': 20}]}, {'hop': 2, 'result': [{'x': '*'}, {'from': '11.73.4.81', 'ttl': 254, 'size': 28, 'rtt': 5.005, 'itos': 20}, {'from': '11.73.4.81', 'ttl': 254, 'size': 28, 'rtt': 3.546, 'itos': 20}]}, {'hop': 3, 'result': [{'from': '10.68.78.22', 'ttl': 253, 'size': 28, 'rtt': 0.619, 'itos': 20}, {'from': '10.68.78.22', 'ttl': 253, 'size': 28, 'rtt': 0.612, 'itos': 20}, {'from': '10.68.78.22', 'ttl': 253, 'size': 28, 'rtt': 0.562, 'itos': 20}]}, {'hop': 4, 'result': [{'from': '10.54.97.105', 'ttl': 252, 'size': 28, 'rtt': 0.751, 'itos': 20}, {'from': '10.54.97.105', 'ttl': 252, 'size': 28, 'rtt': 0.931, 'itos': 20}, {'from': '10.54.97.105', 'ttl': 252, 'size': 28, 'rtt': 1.107, 'itos': 20}]}, {'hop': 5, 'result': [{'from': '10.54.120.58', 'ttl': 251, 'size': 28, 'rtt': 0.47, 'itos': 20}, {'from': '10.54.120.58', 'ttl': 251, 'size': 28, 'rtt': 2.62, 'itos': 20}, {'from': '10.54.120.58', 'ttl': 251, 'size': 28, 'rtt': 0.422, 'itos': 20}]}, {'hop': 6, 'result': [{'from': '101.207.253.229', 'ttl': 250, 'size': 28, 'rtt': 2.796, 'itos': 20}, {'from': '101.207.253.229', 'ttl': 250, 'size': 28, 'rtt': 2.407, 'itos': 20}, {'from': '101.207.253.229', 'ttl': 250, 'size': 28, 'rtt': 2.579, 'itos': 20}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'from': '219.158.97.173', 'ttl': 247, 'size': 28, 'rtt': 29.032}, {'from': '219.158.97.173', 'ttl': 247, 'size': 28, 'rtt': 28.877}, {'x': '*'}]}, {'hop': 9, 'result': [{'from': '219.158.5.146', 'ttl': 247, 'size': 68, 'rtt': 34.889}, {'from': '219.158.5.146', 'ttl': 247, 'size': 68, 'rtt': 37.806}, {'from': '219.158.5.146', 'ttl': 247, 'size': 68, 'rtt': 38.088}]}, {'hop': 10, 'result': [{'from': '219.158.3.50', 'ttl': 246, 'size': 68, 'rtt': 37.101}, {'from': '219.158.3.50', 'ttl': 246, 'size': 68, 'rtt': 37.864}, {'from': '219.158.3.50', 'ttl': 246, 'size': 68, 'rtt': 37.888}]}, {'hop': 11, 'result': [{'from': '219.158.33.50', 'ttl': 241, 'size': 28, 'rtt': 136.075}, {'from': '219.158.33.50', 'ttl': 241, 'size': 28, 'rtt': 135.382}, {'x': '*'}]}, {'hop': 12, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 13, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 14, 'result': [{'from': '129.250.5.92', 'ttl': 244, 'size': 28, 'rtt': 148.033}, {'from': '129.250.5.92', 'ttl': 244, 'size': 28, 'rtt': 130.598}, {'from': '129.250.5.92', 'ttl': 244, 'size': 28, 'rtt': 130.566}]}, {'hop': 15, 'result': [{'x': '*'}, {'x': '*'}, {'from': '61.200.91.194', 'ttl': 243, 'size': 28, 'rtt': 141.972}]}, {'hop': 16, 'result': [{'from': '23.59.252.105', 'ttl': 51, 'size': 48, 'tos': 20, 'rtt': 133.014}, {'from': '23.59.252.105', 'ttl': 51, 'size': 48, 'tos': 20, 'rtt': 133.067}, {'from': '23.59.252.105', 'ttl': 51, 'size': 48, 'tos': 20, 'rtt': 133.244}]}]",True,78200443,1005478,1725076914,Traceroute,47.108.138.1,traceroute,78200442,1725076987,2.6.2,0.573774
5080,229854,1725076963,www.max.com,95.100.104.26,192.168.1.66,ICMP,4,48,3,"[{'hop': 1, 'result': [{'from': '192.168.1.254', 'ttl': 64, 'size': 76, 'rtt': 1.228}, {'from': '192.168.1.254', 'ttl': 64, 'size': 76, 'rtt': 1.122}, {'from': '192.168.1.254', 'ttl': 64, 'size': 76, 'rtt': 1.069}]}, {'hop': 2, 'result': [{'from': '172.16.19.86', 'ttl': 63, 'size': 76, 'rtt': 6.277}, {'from': '172.16.19.86', 'ttl': 63, 'size': 76, 'rtt': 6.051}, {'from': '172.16.19.86', 'ttl': 63, 'size': 76, 'rtt': 5.701}]}, {'hop': 3, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 4, 'result': [{'from': '195.166.143.132', 'ttl': 251, 'size': 68, 'rtt': 16.693}, {'from': '195.166.143.132', 'ttl': 251, 'size': 68, 'rtt': 16.576}, {'from': '195.166.143.132', 'ttl': 251, 'size': 68, 'rtt': 17.052}]}, {'hop': 5, 'result': [{'from': '194.72.16.160', 'ttl': 250, 'size': 28, 'rtt': 17.081}, {'from': '194.72.16.160', 'ttl': 250, 'size': 28, 'rtt': 31.335}, {'from': '194.72.16.160', 'ttl': 250, 'size': 28, 'rtt': 19.784}]}, {'hop': 6, 'result': [{'from': '109.159.253.85', 'ttl': 250, 'size': 28, 'rtt': 125.771}, {'from': '109.159.253.85', 'ttl': 250, 'size': 28, 'rtt': 196.756}, {'from': '109.159.253.85', 'ttl': 250, 'size': 28, 'rtt': 183.141}]}, {'hop': 7, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 8, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 9, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 10, 'result': [{'from': '95.100.104.26', 'ttl': 55, 'size': 48, 'rtt': 18.229}, {'from': '95.100.104.26', 'ttl': 55, 'size': 48, 'rtt': 17.662}, {'from': '95.100.104.26', 'ttl': 55, 'size': 48, 'rtt': 17.549}]}]",True,78200443,12234,1725076914,Traceroute,51.7.100.185,traceroute,78200442,1725077084,2.6.2,57.968933
5080,73,1725076894,www.max.com,2.19.183.67,192.168.14.27,ICMP,4,48,3,"[{'hop': 1, 'result': [{'from': '192.168.14.128', 'ttl': 64, 'size': 76, 'rtt': 0.462}, {'from': '192.168.14.128', 'ttl': 64, 'size': 76, 'rtt': 0.355}, {'from': '192.168.14.128', 'ttl': 64, 'size': 76, 'rtt': 0.392}]}, {'hop': 2, 'result': [{'from': '10.107.192.1', 'ttl': 254, 'size': 28, 'rtt': 3.41}, {'from': '10.107.192.1', 'ttl': 254, 'size': 28, 'rtt': 1.144}, {'from': '10.107.192.1', 'ttl': 254, 'size': 28, 'rtt': 3.389}]}, {'hop': 3, 'result': [{'from': '80.67.223.29', 'ttl': 62, 'size': 76, 'rtt': 0.694}, {'x': '*'}, {'x': '*'}]}, {'hop': 4, 'result': [{'from': '80.67.223.12', 'ttl': 252, 'size': 28, 'rtt': 1.654}, {'from': '80.67.223.12', 'ttl': 252, 'size': 28, 'rtt': 2.56}, {'from': '80.67.223.12', 'ttl': 252, 'size': 28, 'rtt': 7.615}]}, {'hop': 5, 'result': [{'from': '80.67.223.62', 'ttl': 251, 'size': 28, 'rtt': 0.786}, {'from': '80.67.223.62', 'ttl': 251, 'size': 28, 'rtt': 1.162}, {'from': '80.67.223.62', 'ttl': 251, 'size': 28, 'rtt': 0.769}]}, {'hop': 6, 'result': [{'from': '78.25.79.97', 'ttl': 250, 'size': 28, 'rtt': 18.667}, {'from': '78.25.79.97', 'ttl': 250, 'size': 28, 'rtt': 19.513}, {'from': '78.25.79.97', 'ttl': 250, 'size': 28, 'rtt': 19.17}]}, {'hop': 7, 'result': [{'from': '83.169.204.82', 'ttl': 247, 'size': 28, 'rtt': 75.981}, {'from': '83.169.204.82', 'ttl': 247, 'size': 28, 'rtt': 75.935}, {'from': '83.169.204.82', 'ttl': 247, 'size': 28, 'rtt': 77.64}]}, {'hop': 8, 'result': [{'from': '178.176.142.78', 'ttl': 247, 'size': 28, 'rtt': 112.923}, {'from': '178.176.142.78', 'ttl': 247, 'size': 28, 'rtt': 88.866}, {'from': '178.176.142.78', 'ttl': 247, 'size': 28, 'rtt': 105.776}]}, {'hop': 9, 'result': [{'from': '192.168.224.185', 'ttl': 56, 'size': 76, 'rtt': 79.101}, {'from': '192.168.224.185', 'ttl': 56, 'size': 76, 'rtt': 77.287}, {'from': '192.168.224.185', 'ttl': 56, 'size': 76, 'rtt': 77.314}]}, {'hop': 10, 'result': [{'from': '192.168.240.11', 'ttl': 55, 'size': 76, 'rtt': 76.646}, {'from': '192.168.240.11', 'ttl': 55, 'size': 76, 'rtt': 76.504}, {'from': '192.168.240.11', 'ttl': 55, 'size': 76, 'rtt': 76.603}]}, {'hop': 11, 'result': [{'from': '192.168.243.141', 'ttl': 54, 'size': 76, 'rtt': 76.638}, {'from': '192.168.243.141', 'ttl': 54, 'size': 76, 'rtt': 76.5}, {'from': '192.168.243.141', 'ttl': 54, 'size': 76, 'rtt': 76.521}]}, {'hop': 12, 'result': [{'from': '2.19.183.67', 'ttl': 53, 'size': 48, 'rtt': 76.504}, {'from': '2.19.183.67', 'ttl': 53, 'size': 48, 'rtt': 76.338}, {'from': '2.19.183.67', 'ttl': 53, 'size': 48, 'rtt': 76.257}]}]",True,78200443,18641,1725076884,Traceroute,185.160.136.187,traceroute,78200442,1725076943,2.6.2,86.097002
5080,228646,1725076940,www.max.com,96.16.248.165,10.0.0.55,ICMP,4,48,3,"[{'hop': 1, 'result': [{'from': '10.0.0.254', 'ttl': 64, 'size': 76, 'rtt': 0.35}, {'from': '10.0.0.254', 'ttl': 64, 'size': 76, 'rtt': 0.254}, {'from': '10.0.0.254', 'ttl': 64, 'size': 76, 'rtt': 0.246}]}, {'hop': 2, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 3, 'result': [{'from': '194.149.174.114', 'ttl': 254, 'size': 68, 'rtt': 15.816}, {'from': '194.149.174.114', 'ttl': 254, 'size': 68, 'rtt': 15.926}, {'from': '194.149.174.114', 'ttl': 254, 'size': 68, 'rtt': 15.571}]}, {'hop': 4, 'result': [{'x': '*'}, {'x': '*'}, {'x': '*'}]}, {'hop': 5, 'result': [{'from': '192.168.193.139', 'ttl': 61, 'size': 76, 'rtt': 15.428}, {'from': '192.168.193.139', 'ttl': 61, 'size': 76, 'rtt': 15.373}, {'from': '192.168.193.139', 'ttl': 61, 'size': 76, 'rtt': 16.065}]}, {'hop': 6, 'result': [{'from': '192.168.233.5', 'ttl': 60, 'size': 76, 'rtt': 14.625}, {'from': '192.168.233.5', 'ttl': 60, 'size': 76, 'rtt': 15.218}, {'from': '192.168.233.5', 'ttl': 60, 'size': 76, 'rtt': 14.615}]}, {'hop': 7, 'result': [{'from': '192.168.241.23', 'ttl': 59, 'size': 76, 'rtt': 14.559}, {'from': '192.168.241.23', 'ttl': 59, 'size': 76, 'rtt': 14.588}, {'from': '192.168.241.23', 'ttl': 59, 'size': 76, 'rtt': 14.56}]}, {'hop': 8, 'result': [{'from': '96.16.248.165', 'ttl': 58, 'size': 48, 'rtt': 14.981}, {'from': '96.16.248.165', 'ttl': 58, 'size': 48, 'rtt': 14.859}, {'from': '96.16.248.165', 'ttl': 58, 'size': 48, 'rtt': 14.722}]}]",True,78200443,32052,1725076915,Traceroute,82.66.190.223,traceroute,78200442,1725076992,2.6.2,255.206958
